"user_id","content_id","watch_seconds","rating","popularity","title","original_title","overview","release_date","genre_ids","original_language","backdrop_path","poster_path","vote_count","vote_average","adult","video"
"1","238","6907","8.687","28.3462","대부","The Godfather","시실리에서 이민온 뒤, 정치권까지 영향력을 미치는 거물로 자리잡은 돈 꼴레오네는 갖가지 고민을 호소하는 사람들의 문제를 해결해주며 대부라 불리운다. 한편 솔로소라는 인물은 꼴레오네가와 라이벌인 탓타리아 패밀리와 손잡고 새로운 마약 사업을 제안한다. 돈 꼴레오네가 마약 사업에 참여하지 않기로 하자, 돈 꼴레오네를 저격해 그는 중상을 입고 사경을 헤매게 된다. 그 뒤, 돈 꼴레오네의 아들 소니는 조직력을 총 동원해 다른 패밀리들과 피를 부르는 전쟁을 시작하는데... 가족의 사업과 상관없이 대학에 진학한 뒤 인텔리로 지내왔던 막내 아들 마이클은 아버지가 총격을 당한 뒤, 아버지를 구하기 위해 위험천만한 협상 자리에 나선다.","1972-12-27","[18, 80]","en","/htuuuEwAvDVECMpb0ltLLyZyDDt.jpg","/I1fkNd5CeJGv56mhrTDoOeMc2r.jpg","21658","8.687","False","False"
"1","1422227","5344","7.125","37.8915","Aşk Sadece Bir An","Aşk Sadece Bir An","","2025-02-14","[10749, 18]","tr","/oz4HTAYTtT0p8kdruZOAKV20nh9.jpg","/rwiMs8Lr6FAjvXEiQzTJyxLqZee.jpg","8","7.125","False","False"
"1","1246369","7200","9.2","65.7009","반란: 무로마치 부라이","室町無頼","일본 역사상 전대미문의 대반란! 우리의 적은 국가권력이다!  1461년, 오닌의 난 직전의 교토. 대기근과 역병이 나라를 휩쓸며 도시는 혼란에 빠졌다. 인신매매와 노예 노동이 성행했고, 무능한 권력자들은 자신들의 안위만을 챙겼다.  자유로운 영혼의 ‘하스다 효에’는 자신의 무력과 재능으로 이 혼란한 시대를 헤쳐 나가면서도, 막부를 무너뜨리려는 야심을 품고 있었다.  그런 ‘효에’의 눈에 띈 고아 ‘사이조’는 혹독한 수련 끝에 초인적인 실력을 갖춘 전사로 거듭나고, ‘효에’는 ‘사이조’를 포함한 자신의 사람들과 함께 대규모 반란을 준비하는데...","2025-06-25","[28, 18]","ja","/iHHWF01W2vNpjI8UzWh2F7tJEZp.jpg","/FclkEPCzkVFd7Y4tEDDnVhn4WL.jpg","9","9.2","False","False"
"1","1294203","5808","7.5","35.6905","나의 잘못: 런던","My Fault: London","영국의 부유한 사업가 윌리엄과 최근 사랑에 빠진 엄마를 따라 미국에서 영국으로 거처를 옮긴 18세 노아는 윌리엄의 불량한 아들 닉을 만나게 되고 둘은 서로에게 거부할 수 없는 매력을 느낀다. 여름 내내 노아는 새로운 생활에 적응하며 처음으로 사랑에 빠지지만 과거의 괴로운 기억이 노아의 발목을 잡는다.","2025-02-12","[10749, 18]","en","/uJK0jjJ8QDOQw5lcNBwu059ht4D.jpg","/h7H6Kd9kX1dvN8FZjUy6FcNdXxQ.jpg","437","7.5","False","False"
"1","1257586","3968","5.9","42.5246","The Hangman","The Hangman","","2024-05-30","[27, 53]","en","/8aQYGyXKCohzoTjjxWzANPV2VBS.jpg","/rij9Eh4RVXyPet8A1BNU8pDvtmu.jpg","51","5.9","False","False"
"1","1234720","7200","9.5","28.4073","부부 교환 - 무삭제","부부 교환 - 무삭제","","2023-03-16","[10749]","ko","/kQzPzOfB0WnWPth65vG5qHvZ487.jpg","/7WFlsCBnVyVfJxZWprAkU4poCaJ.jpg","2","9.5","False","False"
"1","1287536","4652","6.8","56.4479","Dora and the Search for Sol Dorado","Dora and the Search for Sol Dorado","","2025-07-02","[12, 35, 10751]","en","/9A0wQG38VdEu3DYh8HzXKXKhA6g.jpg","/r3d6u2n7iPoWNsSWwlJJWrDblOH.jpg","77","6.8","False","False"
"1","24428","5983","7.782","36.3802","어벤져스","The Avengers","에너지원 큐브를 이용한 적의 등장으로 인류가 위험에 처하자 국제평화유지기구인 쉴드의 국장 닉 퓨리는 어벤져스 작전을 위해 전 세계에 흩어져 있던 슈퍼히어로들을 찾아나선다. 아이언맨부터 토르, 헐크, 캡틴 아메리카는 물론, 쉴드의 요원인 블랙 위도우, 호크 아이까지, 최고의 슈퍼히어로들이 어벤져스의 멤버로 모이게 되지만, 각기 개성이 강한 이들의 만남은 예상치 못한 방향으로 흘러가는데...","2012-04-26","[878, 28, 12]","en","/9BBTo63ANSmhC4e6r62OJFuK2GL.jpg","/krgjV3rJtBcEpQehODKXNCt6uFL.jpg","32561","7.782","False","False"
"1","558449","5338","6.679","32.2548","글래디에이터 II","Gladiator II","로마의 영웅이자 최고의 검투사였던 막시무스가 콜로세움에서 죽음을 맞이한 뒤 20여 년이 흐른 후. 쌍둥이 황제 게타와 카라칼라의 폭압 아래 시민을 위한 자유로운 나라 로마의 꿈은 잊힌 지 오래다. 한편 아카시우스 장군이 이끄는 로마군에 대패한 후 모든 것을 잃고 노예로 전락한 루시우스는 강한 권력욕을 지닌 마크리누스의 눈에 띄어 검투사로 발탁된다. 로마를 향한 걷잡을 수 없는 분노, 타고난 투사의 기질로 콜로세움에 입성하게 된 루시우스는 결투를 거듭하며 자신이 진짜 누구인지 알게 되고 마침내 로마의 운명을 건 결전을 준비하게 되는데...!","2024-11-13","[28, 12, 18]","en","/euYIwmwkmz95mnXvufEmbL6ovhZ.jpg","/b5UXjzW5cLZhprMnlAmsVAA3G4t.jpg","3709","6.679","False","False"
"1","38365","4590","6.399","23.8075","다 큰 녀석들","Grown Ups","초등학교 농구팀 팀원으로 지냈던 다섯 친구. 당시 코치 선생님의 부고 소식에 30년만에 재회한다. 그리고 가족동반으로 호숫가 별정에 간 이들. 어째 데리고 간 아이들보다 어른들이 더 말썽이다. 나이만 먹었지 정작 성장은 하지 못한 어른들이 이야기를 코믹하게 그린다.","2010-07-12","[35]","en","/kARonxQpuSZdFraTKlCThWOBCtu.jpg","/2vgdOjlrpuGTwnMNzFWPSuaKuVA.jpg","6351","6.399","False","False"
